complaint_id,date_received,product,issue,consumer_complaint_narrative,company,state,submitted_via,company_response_to_consumer,timely_response,consumer_disputed
3002581,2024-07-03,Debt collection,Communication tactics,"I am writing to file a complaint. This collector is trying to collect a debt that is not mine, likely a case of mistaken identity. This has caused significant stress.",Redwood Lending Group,VA,Referral,Closed with monetary relief,Yes,No
3002582,2024-12-23,Credit card or prepaid card,Problem with a purchase shown on your statement,I would like to report the following issue. There is a charge on my card statement for a purchase I never made or authorized.,Summit Card Services,MO,Phone,Closed with non-monetary relief,Yes,No
3002583,2024-02-02,Credit card or prepaid card,Fees or interest,I would like to report the following issue. I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. Please investigate this matter.,Pinnacle Servicing LLC,IL,Web,Closed without relief,Yes,Yes
3002584,2024-07-06,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,I am writing to file a complaint. A company charged my account for a transfer I never initiated or approved. This has caused significant stress.,Coastal Credit Union,AZ,Postal mail,In progress,Yes,No
3002585,2023-06-05,Checking or savings account,Opening an account,"To whom it may concern, I was denied the ability to open a basic checking account without a clear reason given. I would appreciate a prompt resolution.",Cedarbrook Bank,NJ,Referral,Closed with non-monetary relief,Yes,No
3002586,2023-09-19,"Money transfer, virtual currency, or money service",Problem with a lender or other company charging your account,Someone used my account to send a fraudulent money transfer and the company will not refund me. Please investigate this matter.,Harbor Trust Bank,FL,Fax,Closed with monetary relief,Yes,Yes
3002587,2023-04-20,"Money transfer, virtual currency, or money service",Fraud or scam,I would like to report the following issue. A company charged my account for a transfer I never initiated or approved.,Redwood Lending Group,CA,Email,Closed without relief,Yes,No
3002588,2023-05-09,"Money transfer, virtual currency, or money service",Fraud or scam,Someone used my account to send a fraudulent money transfer and the company will not refund me.,Acme Financial Services,MA,Referral,In progress,Yes,Yes
3002589,2025-02-03,"Money transfer, virtual currency, or money service",Fraud or scam,This has been an ongoing problem. Someone used my account to send a fraudulent money transfer and the company will not refund me.,Northgate Bank,NY,Email,Closed with monetary relief,Yes,No
3002590,2023-07-23,Debt collection,False statements or representation,"I am receiving multiple collection calls per day, well beyond what is allowed under regulation.",Acme Financial Services,WI,Web,Closed with explanation,Yes,No
3002591,2023-07-18,Checking or savings account,Managing an account,I would like to report the following issue. My account was overdrawn due to a hold the bank placed without telling me in advance. Please investigate this matter.,Coastal Credit Union,MI,Postal mail,Closed with non-monetary relief,Yes,No
3002592,2023-04-07,Student loan,Dealing with your lender or servicer,This has been an ongoing problem. My student loan servicer will not respond to my repeated requests about my repayment plan.,Vantage Capital Partners,AZ,Web,In progress,Yes,No
3002593,2023-12-25,Mortgage,Applying for a mortgage,I would like to report the following issue. My mortgage application has been delayed for months with no clear update from the lender.,Pinnacle Servicing LLC,WA,Postal mail,Closed without relief,Yes,No
3002594,2023-07-19,Credit card or prepaid card,Problem with a purchase shown on your statement,There is a charge on my card statement for a purchase I never made or authorized. Please investigate this matter.,Coastal Credit Union,NC,Web,Closed with explanation,No,No
3002595,2024-11-21,Mortgage,Applying for a mortgage,I would like to report the following issue. My mortgage application has been delayed for months with no clear update from the lender. Please investigate this matter.,Pinnacle Servicing LLC,VA,Referral,Closed without relief,Yes,No
3002596,2024-08-16,Mortgage,Trouble during payment process,"To whom it may concern, My mortgage servicer misapplied my monthly payment and then charged me a late fee. I would appreciate a prompt resolution.",Northgate Bank,NC,Referral,In progress,Yes,No
3002597,2024-11-18,Student loan,Dealing with your lender or servicer,I would like to report the following issue. My student loan servicer will not respond to my repeated requests about my repayment plan.,Redwood Lending Group,AZ,Web,Closed with explanation,Yes,No
3002598,2023-02-08,Credit card or prepaid card,Getting a credit card,I am writing to file a complaint. My credit card application was denied for reasons that were never clearly explained to me. This has caused significant stress.,Northgate Bank,TX,Web,Closed without relief,Yes,Yes
3002599,2023-05-18,Student loan,Dealing with your lender or servicer,My student loan servicer will not respond to my repeated requests about my repayment plan. I would appreciate a prompt resolution.,Pinnacle Servicing LLC,VA,Email,In progress,Yes,No
3002600,2025-06-03,Student loan,Dealing with your lender or servicer,I would like to report the following issue. My student loan servicer will not respond to my repeated requests about my repayment plan.,Cedarbrook Bank,OH,Referral,Closed with monetary relief,Yes,No
3002601,2023-04-21,Credit card or prepaid card,Fees or interest,I was charged an overdraft and interest fee that was never disclosed to me when I opened the account. Please investigate this matter.,Coastal Credit Union,MD,Postal mail,Closed without relief,Yes,No
3002602,2024-10-10,Mortgage,Trouble during payment process,"To whom it may concern, My mortgage servicer misapplied my monthly payment and then charged me a late fee.",Pinnacle Servicing LLC,MI,Fax,Closed with non-monetary relief,No,No
3002603,2025-04-16,"Money transfer, virtual currency, or money service",Fraud or scam,This has been an ongoing problem. A company charged my account for a transfer I never initiated or approved. Please investigate this matter.,Pinnacle Servicing LLC,AZ,Phone,Closed with non-monetary relief,Yes,No
3002604,2025-01-07,"Money transfer, virtual currency, or money service",Fraud or scam,I would like to report the following issue. Someone used my account to send a fraudulent money transfer and the company will not refund me. Please investigate this matter.,Union Point Financial,IL,Phone,Closed with explanation,Yes,No
3002605,2024-11-11,"Credit reporting, credit repair services, or other personal consumer reports",Incorrect information on your report,I am writing to file a complaint. There is an account on my credit report that does not belong to me and I have disputed it multiple times.,Acme Financial Services,FL,Phone,Closed without relief,No,No
